unit_number,card_type,eponym,name,normal_card_id,rank_max_card_id,normal_unit_navi_asset_id,rank_max_unit_navi_asset_id,rarity,card_color,smile_max,pure_max,cool_max,center_skill_description,skill_effect_type,skill_type_name,skill_lv_8_description,skill_lv_max_description
1968,3,なんでもおみとおし♪,東條希,6235,6235,3543,3543,2,2,1800,4020,2180,ピュアPが3%UPする,9,体力回復,10びょうごとに50%のかくりつでたいりょくが3かいふくする,10びょうごとに50%のかくりつでたいりょくが3かいふくする
1969,3,ものまねできるかな？,小泉花陽,6236,6236,3544,3544,2,2,1790,3860,2340,ピュアPが3%UPする,11,SCOREアップ,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが400ふえる,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが440ふえる
1970,3,ラブニコおにぎり,矢澤にこ,6237,6237,3545,3545,2,1,3910,2320,1750,スマイルPが3%UPする,11,SCOREアップ,りずむあいこん20こごとに50%のかくりつですこあが420ふえる,りずむあいこん20こごとに50%のかくりつですこあが460ふえる
1971,3,おふろあがりのみかん,高海千歌,6238,6238,3546,3546,2,1,3940,2200,1850,スマイルPが3%UPする,4,判定強化・小,りずむあいこん20こごとに50%のかくりつではんていが5.5びょうかんすこしきょうかされる,りずむあいこん20こごとに50%のかくりつではんていが5.9びょうかんすこしきょうかされる
1972,3,ぎゅっとして♪,桜内梨子,6239,6239,3547,3547,2,2,2340,3860,1790,ピュアPが3%UPする,11,SCOREアップ,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが400ふえる,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが440ふえる
1973,3,パンダのものまね,松浦果南,6240,6240,3548,3548,2,3,2180,1800,4020,クールPが3%UPする,9,体力回復,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする
1974,3,だきしめたい,黒澤ダイヤ,6241,6241,3549,3549,2,1,4020,2180,1800,スマイルPが3%UPする,9,体力回復,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする
1975,3,おしゃべりしよう,渡辺曜,6242,6242,3550,3550,2,1,3940,1850,2200,スマイルPが3%UPする,4,判定強化・小,りずむあいこん20こごとに50%のかくりつではんていが5.5びょうかんすこしきょうかされる,りずむあいこん20こごとに50%のかくりつではんていが5.9びょうかんすこしきょうかされる
1976,3,ねむりのせかい,津島善子,6243,6243,3551,3551,2,2,2340,3860,1790,ピュアPが3%UPする,11,SCOREアップ,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが400ふえる,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが440ふえる
1977,3,ひゃくまでかぞえて,国木田花丸,6244,6244,3552,3552,2,3,1800,2180,4020,クールPが3%UPする,9,体力回復,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする
1978,3,ゆめでつづきを,小原鞠莉,6245,6245,3553,3553,2,3,1790,2340,3860,クールPが3%UPする,11,SCOREアップ,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが400ふえる,ぱーふぇくとを15かいたっせいするごとに50%のかくりつですこあが440ふえる
1979,3,ウサギさんのきもち,黒澤ルビィ,6246,6246,3554,3554,2,2,2180,4020,1800,ピュアPが3%UPする,9,体力回復,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする,りずむあいこん20こごとに50%のかくりつでたいりょくが3かいふくする
1980,4,None,アルパカの子ども,6247,6247,3555,3555,1,1,1,1,1,,,,,
1981,4,None,しいたけの子ども,6248,6248,3556,3556,1,2,1,1,1,,,,,
1982,4,None,あんこ,6249,6249,3557,3557,1,3,1,1,1,,,,,
1983,1,ありがとうの気持ち,南ことり,6250,6251,3558,3559,3,1,4670,3580,3920,スマイルPが6%UPする,2600,パラメータアップ,リズムアイコン32個ごとに30%の確率で3秒間μ's2年生の属性Pが21%UPする,リズムアイコン32個ごとに30%の確率で3秒間μ's2年生の属性Pが36%UPする
1984,1,真心を伝えたくて,小泉花陽,6252,6253,3560,3561,3,3,3880,3520,4760,クールPが6%UPする,11,SCOREアップ,リズムアイコン29個ごとに67%の確率でスコアが615増える,リズムアイコン29個ごとに67%の確率でスコアが985増える
1985,1,None,兵藤さゆり,6254,6255,3562,3563,5,3,3000,3940,4230,クールPが4%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
1986,1,None,ラクシャータ,6256,6257,3564,3565,5,2,2970,4190,3930,ピュアPが4%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
1987,5,内緒のお手紙,絢瀬絵里,6258,6259,3566,3567,4,2,4120,5270,4430,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,2600,パラメータアップ,リズムアイコン24個ごとに62%の確率で4.5秒間μ's3年生の属性Pが24%UPする,リズムアイコン24個ごとに62%の確率で4.5秒間μ's3年生の属性Pが98%UPする
1988,5,あなたにテレパシー,東條希,6260,6261,3568,3569,4,1,5280,4380,4160,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,2500,特技レベルブースト,リズムアイコン21個ごとに69%の確率で次に発動する特技のLvが4アップする,リズムアイコン21個ごとに69%の確率で次に発動する特技のLvが12アップする
1989,5,心からのメッセージ,矢澤にこ,6262,6263,3570,3571,4,3,4600,4000,5310,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン21個ごとに66%の確率でスコアが3145増える,リズムアイコン21個ごとに66%の確率でスコアが9855増える
1990,1,プリンセスクラウン,小泉花陽,6264,6265,3572,3573,3,2,3160,4970,4250,ピュアPが6%UPする,9,体力回復,リズムアイコン27個ごとに72%の確率で体力が4回復する,リズムアイコン27個ごとに72%の確率で体力が6回復する
1991,1,ラッキーは一緒にね,矢澤にこ,6266,6267,3574,3575,3,2,4310,4910,3080,ピュアPが6%UPする,11,SCOREアップ,リズムアイコン23個ごとに59%の確率でスコアが610増える,リズムアイコン23個ごとに59%の確率でスコアが970増える
1992,1,ワンモア・ライブ,星空凛,6268,6269,3576,3577,4,1,5320,4490,4100,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが3%UPする,5,判定強化・大,リズムアイコン21個ごとに68%の確率で判定が7.5秒間強化される,リズムアイコン21個ごとに68%の確率で判定が16.8秒間強化される
1993,1,楽しさ満点♪,高海千歌,6270,6271,3578,3579,3,1,4970,4260,3140,スマイルPが6%UPする,5,判定強化・大,リズムアイコン23個ごとに56%の確率で判定が7秒間強化される,リズムアイコン23個ごとに56%の確率で判定が10.1秒間強化される
1994,1,誘惑に打ち勝て！,黒澤ダイヤ,6272,6273,3580,3581,3,2,3230,4970,4180,ピュアPが6%UPする,9,体力回復,リズムアイコン28個ごとに64%の確率で体力が5回復する,リズムアイコン28個ごとに64%の確率で体力が7回復する
1995,1,ときめきコースター,松浦果南,6274,6275,3582,3583,5,3,3390,4390,5170,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,9,体力回復,リズムアイコン24個ごとに66%の確率で体力が6回復する,リズムアイコン24個ごとに66%の確率で体力が14回復する
1996,1,闇の遊園地,津島善子,6276,6277,3584,3585,4,1,5310,4010,4570,スマイルPが9%UPする＋1年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,PERFECTを17回達成するごとに54%の確率でスコアが3140増える,PERFECTを17回達成するごとに54%の確率でスコアが9930増える
1997,5,大好きを叫ぼう,渡辺曜,6278,6278,3586,3586,4,2,4110,5330,4470,ピュアPが9%UPする＋2年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン25個ごとに69%の確率でスコアが3590増える,リズムアイコン25個ごとに69%の確率でスコアが11335増える
1998,3,ちょっぴり背伸び,渡辺曜,6279,6279,3587,3587,4,2,3450,4880,4520,ピュアPが3%UPする,11,SCOREアップ,コンボ21を達成するごとに55%の確率でスコアが615増える,コンボ21を達成するごとに55%の確率でスコアが1955増える
1999,5,ピアノに想いを込めて,西木野真姫,6280,6280,3588,3588,4,1,5330,3860,4700,スマイルPが9%UPする＋1年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,PERFECTを24回達成するごとに71%の確率でスコアが3485増える,PERFECTを24回達成するごとに71%の確率でスコアが10975増える
2000,3,ポーカータイム,西木野真姫,6281,6281,3589,3589,4,3,4210,3750,4880,クールPが3%UPする,11,SCOREアップ,PERFECTを26回達成するごとに56%の確率でスコアが760増える,PERFECTを26回達成するごとに56%の確率でスコアが2415増える
2001,1,桜の精,桜内梨子,6282,6283,3590,3591,3,3,4090,3270,4810,クールPが6%UPする,2400,パラメータシンクロ,リズムアイコン22個ごとに65%の確率で6.5秒間Aqours2年生のいずれかと同じ属性Pになる,リズムアイコン22個ごとに65%の確率で8秒間Aqours2年生のいずれかと同じ属性Pになる
2002,1,あなたの心に,松浦果南,6284,6285,3592,3593,3,1,4810,3380,3990,スマイルPが6%UPする,5,判定強化・大,リズムアイコン27個ごとに51%の確率で判定が8秒間強化される,リズムアイコン27個ごとに51%の確率で判定が12.7秒間強化される
2003,1,None,黒崎隼,6286,6287,3594,3595,5,1,4220,2990,3940,スマイルPが4%UPする,9,体力回復,リズムアイコン20個ごとに50%の確率で体力が3回復する,リズムアイコン20個ごとに50%の確率で体力が3回復する
2004,1,None,黒羽咲良,6288,6289,3596,3597,5,3,2940,3920,4150,クールPが4%UPする,11,SCOREアップ,PERFECTを15回達成するごとに50%の確率でスコアが400増える,PERFECTを15回達成するごとに50%の確率でスコアが440増える
2005,5,ハグしたいな♪,松浦果南,6290,6291,3598,3599,4,2,4380,5280,4160,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン26個ごとに82%の確率で次に発動する特技のLvが4アップする,リズムアイコン26個ごとに82%の確率で次に発動する特技のLvが12アップする
2006,5,心を込めて,黒澤ダイヤ,6292,6293,3600,3601,4,3,4170,4400,5300,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,2201,PERFECT SCOREアップ,PERFECTを22回達成するごとに55%の確率で7秒間PERFECT時のタップSCOREが315増える,PERFECTを22回達成するごとに55%の確率で7秒間PERFECT時のタップSCOREが770増える
2007,5,みんなへのラブ♡,小原鞠莉,6294,6295,3602,3603,4,1,5350,4100,4500,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,2000,特技発動率アップ,リズムアイコン28個ごとに35%の確率で7秒間他の特技の発動確率が1.28倍になる,リズムアイコン28個ごとに35%の確率で7秒間他の特技の発動確率が2.05倍になる
2008,1,木漏れ日シンフォニー,西木野真姫,6296,6297,3604,3605,3,3,4250,3130,4910,クールPが6%UPする,11,SCOREアップ,コンボ17を達成するごとに64%の確率でスコアが510増える,コンボ17を達成するごとに64%の確率でスコアが765増える
2009,1,リフレッシュタイム,南ことり,6298,6299,3606,3607,5,1,5170,4380,3400,スマイルPが7%UPする＋2年生のメンバーはさらにスマイルPが2%UPする,9,体力回復,リズムアイコン23個ごとに64%の確率で体力が6回復する,リズムアイコン23個ごとに64%の確率で体力が13回復する
2010,4,スターライトセーラー,μ's,6300,6300,3608,3608,3,5,1,1,1,,,,,
2011,4,フラワーサークル,Aqours,6301,6301,3609,3609,3,5,1,1,1,,,,,
2012,1,時には気分で♪,松浦果南,6302,6303,3610,3611,3,2,3090,4920,4290,ピュアPが6%UPする,11,SCOREアップ,リズムアイコン20個ごとに44%の確率でスコアが755増える,リズムアイコン20個ごとに44%の確率でスコアが1120増える
2013,1,魔界列車に乗って,津島善子,6304,6305,3612,3613,3,1,4920,3120,4250,スマイルPが6%UPする,11,SCOREアップ,コンボ19を達成するごとに56%の確率でスコアが655増える,コンボ19を達成するごとに56%の確率でスコアが975増える
2014,1,びゅーんっとおでかけ,黒澤ルビィ,6306,6307,3614,3615,3,3,3210,4210,4960,クールPが6%UPする,9,体力回復,リズムアイコン21個ごとに46%の確率で体力が5回復する,リズムアイコン21個ごとに46%の確率で体力が8回復する
2015,1,安全を守るために,桜内梨子,6308,6309,3616,3617,5,1,5180,4400,3370,スマイルPが7%UPする＋AqoursのメンバーはさらにスマイルPが1%UPする,9,体力回復,リズムアイコン21個ごとに46%の確率で体力が7回復する,リズムアイコン21個ごとに46%の確率で体力が18回復する
2016,1,チカッチホイッスル,高海千歌,6310,6311,3618,3619,4,2,4600,5330,3980,スマイルPの12%分ピュアPがUPする＋2年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン22個ごとに75%の確率でスコアが2815増える,リズムアイコン22個ごとに75%の確率でスコアが8895増える
2017,1,手作りはいかが？,高坂穂乃果,6312,6313,3620,3621,3,2,3610,4710,3850,ピュアPが6%UPする,11,SCOREアップ,コンボ19を達成するごとに46%の確率でスコアが730増える,コンボ19を達成するごとに46%の確率でスコアが1120増える
2018,1,奇跡が起きた日,東條希,6314,6315,3622,3623,3,1,4810,3420,3950,スマイルPが6%UPする,5,判定強化・大,リズムアイコン21個ごとに62%の確率で判定が6秒間強化される,リズムアイコン21個ごとに62%の確率で判定が7.9秒間強化される
2019,1,None,鳥居歩美,6316,6317,3624,3625,5,2,2970,4210,3930,ピュアPが4%UPする,4,判定強化・小,10秒ごとに50%の確率で判定が5.5秒間少し強化される,10秒ごとに50%の確率で判定が5.9秒間少し強化される
2020,1,None,支倉かさね,6318,6319,3626,3627,5,1,4150,3920,2940,スマイルPが4%UPする,11,SCOREアップ,PERFECTを15回達成するごとに50%の確率でスコアが400増える,PERFECTを15回達成するごとに50%の確率でスコアが440増える
2021,5,あなたを応援,星空凛,6320,6321,3628,3629,4,3,4740,3830,5380,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,9,体力回復,リズムアイコン29個ごとに63%の確率で体力が12回復する,リズムアイコン29個ごとに63%の確率で体力が37回復する
2022,5,時には素直に,西木野真姫,6322,6323,3630,3631,4,2,3980,5340,4580,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,コンボ26を達成するごとに74%の確率でスコアが3460増える,コンボ26を達成するごとに74%の確率でスコアが10900増える
2023,5,披露しちゃいます♪,小泉花陽,6324,6325,3632,3633,4,1,5320,4740,3850,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,2300,COMBO FEVER,コンボ23を達成するごとに63%の確率で6.5秒間コンボ数に応じてタップSCOREが増える,コンボ23を達成するごとに63%の確率で15秒間コンボ数に応じてタップSCOREが増える
2024,1,素直な喜びを乗せて,絢瀬絵里,6326,6327,3634,3635,3,2,3120,4920,4250,ピュアPが6%UPする,11,SCOREアップ,コンボ25を達成するごとに66%の確率でスコアが720増える,コンボ25を達成するごとに66%の確率でスコアが1090増える
2025,1,思い出を抱きしめて,園田海未,6328,6329,3636,3637,4,3,4080,4530,5340,クールPが9%UPする＋lily whiteのメンバーはさらにクールPが6%UPする,9,体力回復,リズムアイコン20個ごとに54%の確率で体力が9回復する,リズムアイコン20個ごとに54%の確率で体力が27回復する
2026,1,優しいサポート,国木田花丸,6330,6331,3638,3639,3,1,4950,3200,4220,スマイルPが6%UPする,5,判定強化・大,リズムアイコン22個ごとに56%の確率で判定が6.5秒間強化される,リズムアイコン22個ごとに56%の確率で判定が9.7秒間強化される
2027,1,旅する気分,小原鞠莉,6332,6333,3640,3641,3,2,4240,4960,3170,ピュアPが6%UPする,5,判定強化・大,リズムアイコン30個ごとに65%の確率で判定が8秒間強化される,リズムアイコン30個ごとに65%の確率で判定が11.4秒間強化される
2028,1,みんなに届くように,渡辺曜,6334,6335,3642,3643,5,3,3580,4180,5090,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,11,SCOREアップ,PERFECTを26回達成するごとに70%の確率でスコアが1935増える,PERFECTを26回達成するごとに70%の確率でスコアが4345増える
2029,1,Aqoursトレイン,黒澤ダイヤ,6336,6337,3644,3645,4,3,4180,4440,5290,クールPが9%UPする＋AZALEAのメンバーはさらにクールPが6%UPする,5,判定強化・大,リズムアイコン28個ごとに76%の確率で判定が8秒間強化される,リズムアイコン28個ごとに76%の確率で判定が21秒間強化される
2030,1,決闘の理由,渡辺曜,6338,6339,3646,3647,3,2,4090,4810,3270,ピュアPが6%UPする,2400,パラメータシンクロ,リズムアイコン26個ごとに77%の確率で6.5秒間CYaRon！のいずれかと同じ属性Pになる,リズムアイコン26個ごとに77%の確率で8秒間CYaRon！のいずれかと同じ属性Pになる
2031,1,憧れの人のイメージで,黒澤ルビィ,6340,6341,3648,3649,3,1,4740,3510,3910,スマイルPが6%UPする,11,SCOREアップ,リズムアイコン24個ごとに37%の確率でスコアが940増える,リズムアイコン24個ごとに37%の確率でスコアが1475増える
2032,1,None,西村文絵,6342,6343,3650,3651,5,3,3930,2970,4190,クールPが4%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
2033,1,None,相川涼,6344,6345,3652,3653,5,3,2960,3920,4170,クールPが4%UPする,11,SCOREアップ,リズムアイコン20個ごとに50%の確率でスコアが420増える,リズムアイコン20個ごとに50%の確率でスコアが460増える
2034,5,チカチーの底力,高海千歌,6346,6347,3654,3655,4,1,5280,4290,4130,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,2100,特技リピート,リズムアイコン27個ごとに58%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン27個ごとに58%の確率で直前に発動した特技リピート以外の特技効果を発動する
2035,5,大好きな歌,桜内梨子,6348,6349,3656,3657,4,3,4500,4100,5350,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,2000,特技発動率アップ,リズムアイコン29個ごとに36%の確率で7.5秒間他の特技の発動確率が1.26倍になる,リズムアイコン29個ごとに36%の確率で7.5秒間他の特技の発動確率が2.02倍になる
2036,5,私の恩返し,渡辺曜,6350,6351,3658,3659,4,2,3890,5310,4690,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,PERFECTを25回達成するごとに66%の確率でスコアが3840増える,PERFECTを25回達成するごとに66%の確率でスコアが12175増える
2037,3,迷子のランチタイム,朝香果林,6352,6352,3660,3660,3,3,3650,3820,4700,クールPが6%UPする,11,SCOREアップ,コンボ29を達成するごとに54%の確率でスコアが815増える,コンボ29を達成するごとに54%の確率でスコアが1315増える
2038,3,空腹も忘れる,優木せつ菜,6353,6353,3661,3661,3,3,3980,3410,4770,クールPが6%UPする,11,SCOREアップ,リズムアイコン26個ごとに47%の確率でスコアが775増える,リズムアイコン26個ごとに47%の確率でスコアが1215増える
2039,3,ご多忙ランチ,天王寺璃奈,6354,6354,3662,3662,3,1,4660,3590,3910,スマイルPが6%UPする,11,SCOREアップ,PERFECTを24回達成するごとに45%の確率でスコアが820増える,PERFECTを24回達成するごとに45%の確率でスコアが1325増える
2040,1,隠し味は、春の陽気,高坂穂乃果,6355,6356,3663,3664,3,1,4960,4260,3150,スマイルPが6%UPする,5,判定強化・大,リズムアイコン28個ごとに62%の確率で判定が8秒間強化される,リズムアイコン28個ごとに62%の確率で判定が11.1秒間強化される
2041,1,お手伝いのお礼,東條希,6357,6358,3665,3666,5,3,3580,4270,5100,クールPが7%UPする＋3年生のメンバーはさらにクールPが2%UPする,11,SCOREアップ,リズムアイコン23個ごとに50%の確率でスコアが2075増える,リズムアイコン23個ごとに50%の確率でスコアが4715増える
2042,1,ちょっぴり大人気分♪,高海千歌,6359,6360,3667,3668,3,1,4900,3170,4220,スマイルPが6%UPする,11,SCOREアップ,コンボ28を達成するごとに60%の確率でスコアが870増える,コンボ28を達成するごとに60%の確率でスコアが1350増える
2043,1,魅惑のステップ,津島善子,6361,6362,3669,3670,3,2,3190,4970,4220,ピュアPが6%UPする,9,体力回復,リズムアイコン20個ごとに37%の確率で体力が6回復する,リズムアイコン20個ごとに37%の確率で体力が9回復する
2044,1,エキゾチックナイト,小原鞠莉,6363,6364,3671,3672,3,3,4280,3130,4960,クールPが6%UPする,5,判定強化・大,リズムアイコン24個ごとに60%の確率で判定が7秒間強化される,リズムアイコン24個ごとに60%の確率で判定が9.8秒間強化される
2045,1,お話の続き,国木田花丸,6365,6366,3673,3674,5,2,4370,5130,3450,ピュアPが7%UPする＋1年生のメンバーはさらにピュアPが2%UPする,5,判定強化・大,リズムアイコン21個ごとに62%の確率で判定が8秒間強化される,リズムアイコン21個ごとに62%の確率で判定が14.3秒間強化される
2046,1,踊りたい気分,松浦果南,6367,6368,3675,3676,4,3,3970,4600,5320,ピュアPの12%分クールPがUPする＋3年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,PERFECTを25回達成するごとに70%の確率でスコアが3575増える,PERFECTを25回達成するごとに70%の確率でスコアが11250増える
2047,1,雨上がりレインボー,絢瀬絵里,6369,6370,3677,3678,3,1,4810,4090,3270,スマイルPが6%UPする,2400,パラメータシンクロ,リズムアイコン28個ごとに77%の確率で7秒間μ's3年生のいずれかと同じ属性Pになる,リズムアイコン28個ごとに77%の確率で8.5秒間μ's3年生のいずれかと同じ属性Pになる
2048,1,相合いアンブレラ,南ことり,6371,6372,3679,3680,3,3,3480,4010,4670,クールPが6%UPする,11,SCOREアップ,PERFECTを24回達成するごとに58%の確率でスコアが735増える,PERFECTを24回達成するごとに58%の確率でスコアが1125増える
2049,1,None,近江彼方,6373,6374,3681,3682,5,1,4160,3920,2950,スマイルPが4%UPする,11,SCOREアップ,コンボ17を達成するごとに50%の確率でスコアが400増える,コンボ17を達成するごとに50%の確率でスコアが440増える
2050,1,None,早乙女紫,6375,6376,3683,3684,5,2,3940,4250,3000,ピュアPが4%UPする,9,体力回復,10秒ごとに50%の確率で体力が3回復する,10秒ごとに50%の確率で体力が3回復する
2051,5,伝えたい気持ち,高坂穂乃果,6377,6378,3685,3686,4,3,4330,4240,5350,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,11,SCOREアップ,自身を除くμ's2年生の特技がすべて発動すると56%の確率でスコアが2540増える,自身を除くμ's2年生の特技がすべて発動すると56%の確率でスコアが5715増える
2052,5,あなたに届け,南ことり,6379,6380,3687,3688,4,1,5300,4400,4170,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,2201,PERFECT SCOREアップ,PERFECTを23回達成するごとに64%の確率で6.5秒間PERFECT時のタップSCOREが310増える,PERFECTを23回達成するごとに64%の確率で6.5秒間PERFECT時のタップSCOREが740増える
2053,5,高まる気持ち,園田海未,6381,6382,3689,3690,4,2,4130,5280,4290,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,2100,特技リピート,リズムアイコン24個ごとに52%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン24個ごとに52%の確率で直前に発動した特技リピート以外の特技効果を発動する
2054,5,スペシャルタロット,東條希,6383,6383,3691,3691,4,3,3860,4700,5330,ピュアPの12%分クールPがUPする＋3年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,PERFECTを28回達成するごとに68%の確率でスコアが4240増える,PERFECTを28回達成するごとに68%の確率でスコアが13370増える
2055,3,幸せに導かれて,東條希,6384,6384,3692,3692,4,2,4210,4880,3750,ピュアPが3%UPする,11,SCOREアップ,PERFECTを20回達成するごとに40%の確率でスコアが805増える,PERFECTを20回達成するごとに40%の確率でスコアが2610増える
2056,1,扇げば涼し,星空凛,6385,6386,3693,3694,3,1,4980,4250,3150,スマイルPが6%UPする,9,体力回復,リズムアイコン23個ごとに64%の確率で体力が4回復する,リズムアイコン23個ごとに64%の確率で体力が6回復する
2057,1,ライクアビー玉,矢澤にこ,6387,6388,3695,3696,3,3,4300,3080,4920,クールPが6%UPする,11,SCOREアップ,リズムアイコン28個ごとに56%の確率でスコアが815増える,リズムアイコン28個ごとに56%の確率でスコアが1240増える
2058,1,しゅわしゅわラムネ,西木野真姫,6389,6390,3697,3698,4,3,4030,4580,5340,クールPが9%UPする＋BiBiのメンバーはさらにクールPが6%UPする,9,体力回復,リズムアイコン24個ごとに66%の確率で体力が9回復する,リズムアイコン24個ごとに66%の確率で体力が27回復する
2059,5,シャイニーバースデー,小原鞠莉,6391,6391,3699,3699,4,1,5330,4470,4110,スマイルPが9%UPする＋3年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン27個ごとに67%の確率でスコアが4005増える,リズムアイコン27個ごとに67%の確率でスコアが12595増える
2060,3,パーティーへようこそ,小原鞠莉,6392,6392,3700,3700,4,1,4880,4210,3750,スマイルPが3%UPする,11,SCOREアップ,PERFECTを23回達成するごとに42%の確率でスコアが910増える,PERFECTを23回達成するごとに42%の確率でスコアが2835増える
2061,1,あなたをトリコに,黒澤ダイヤ,6393,6394,3701,3702,3,1,4960,3140,4270,スマイルPが6%UPする,5,判定強化・大,リズムアイコン25個ごとに63%の確率で判定が7秒間強化される,リズムアイコン25個ごとに63%の確率で判定が9.7秒間強化される
2062,1,私のこだわり,渡辺曜,6395,6396,3703,3704,3,1,4920,4260,3110,スマイルPが6%UPする,11,SCOREアップ,コンボ27を達成するごとに61%の確率でスコアが835増える,コンボ27を達成するごとに61%の確率でスコアが1275増える
2063,1,緊張を半分こ,黒澤ルビィ,6397,6398,3705,3706,5,3,3400,4410,5140,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,5,判定強化・大,リズムアイコン24個ごとに66%の確率で判定が8秒間強化される,リズムアイコン24個ごとに66%の確率で判定が15.9秒間強化される
2064,1,ミステリアスナイト,桜内梨子,6399,6400,3707,3708,4,2,3980,5350,4620,クールPの12%分ピュアPがUPする＋Guilty KissのメンバーはさらにピュアPが6%UPする,9,体力回復,リズムアイコン25個ごとに78%の確率で体力が8回復する,リズムアイコン25個ごとに78%の確率で体力が23回復する
2065,1,あなたの横顔,国木田花丸,6401,6402,3709,3710,3,3,3570,3920,4670,クールPが6%UPする,2600,パラメータアップ,リズムアイコン26個ごとに32%の確率で3秒間Aqours1年生の属性Pが16%UPする,リズムアイコン26個ごとに32%の確率で3秒間Aqours1年生の属性Pが30%UPする
2066,1,相合い傘,小原鞠莉,6403,6404,3711,3712,3,1,4800,3450,3930,スマイルPが6%UPする,5,判定強化・大,リズムアイコン24個ごとに56%の確率で判定が7秒間強化される,リズムアイコン24個ごとに56%の確率で判定が10.2秒間強化される
2067,1,None,エマ・ヴェルデ,6405,6406,3713,3714,5,2,3930,4190,2970,ピュアPが4%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
2068,1,None,多々良るう,6407,6408,3715,3716,5,2,2990,4220,3940,ピュアPが4%UPする,9,体力回復,リズムアイコン20個ごとに50%の確率で体力が3回復する,リズムアイコン20個ごとに50%の確率で体力が3回復する
2069,1,夏の盛り合わせ,南ことり,6409,6410,3717,3718,3,1,4980,4260,3130,スマイルPが6%UPする,5,判定強化・大,リズムアイコン21個ごとに49%の確率で判定が7.5秒間強化される,リズムアイコン21個ごとに49%の確率で判定が10.5秒間強化される
2070,1,涼音響きて,絢瀬絵里,6411,6412,3719,3720,5,2,3590,5090,4170,ピュアPが7%UPする＋BiBiのメンバーはさらにピュアPが2%UPする,11,SCOREアップ,PERFECTを25回達成するごとに63%の確率でスコアが2090増える,PERFECTを25回達成するごとに63%の確率でスコアが4620増える
